iter	Passed	Remaining
165	9408	47269
166	9472	47249
167	9533	47214
168	9615	47279
169	9668	47204
170	9739	47218
171	9801	47185
172	9872	47193
173	9936	47170
174	9988	470175175	10038	470176176	10112	470177177	10170	469178178	10220	468179	10370	47244
180	10438	47231
181	10521	47289
182	10589	47278
183	10662	47285
184	10736	47298
185	10810	47308
186	10877	47292
187	10933	47222
188	11008	47237
189	11079	47234
190	11145	47208
191	11232	47270
192	11298	47242
193	11375	47260
194	11438	47220
195	11508	47209
196	11566	47145
197	11650	47191
198	11716	47158
199	11811	47247
200	11880	47228
201	11949	47207
202	12024	47211
203	12042	46989
204	12065	46791
205	12089	46597
206	12109	46389
207207	12076	45982
208	12169	46059
209	12219	45969
210	12314	46048
211	12362	45949
212	12406	45841
213	12478	45833
214	12537	45774
215	12587	45688
216	12647	45636
217	12701	45561
218	12768	4219	1219	12850	4220	1220	12909	45505
221	12992	45533
222	13069	45536
223	13143	45531
224	13216	45521
225	13264	45429
226	13333	45404
227	13407	45396
228	13452	45293
229	13515	45248
230	13583	45219
231	13664	45234
232	13757	45286
233	13823	45250
234	13897	45240
235	13964	45207
236	14043	45211
237	14111	45180
238	14178	45145
239	14228	45057
240	14323	45108
241	14371	45014
242	14442	44991
243	14505	44944
244	14562	44875
245	14645	44887
246	14725	44892
247	14802	44885
248	14856	44809
249	14927	44781
250	14995	44747
251	15070	44734
252	15151	44735
253	15222	44710
254	15289	44668
255	15372	44676
256	15437	44631
257	15505	44593
258	15588	44598
259	15653	44552
260	15733	44548
261	15897	44780
262	15982	44787
263	16007	44626
264	16035	265	16134	44521
266	16253	44621
267	16353	44666
268	16505	44853
269	16631	44966
270	16715	44965
271	16815	45007
272	16922	45063
273	16953	44919
274	16999	44817
275	17079	44802
276	17138	44733
277	17214	44708
278	17262	44611
279	17341	44593
280	17390	44498
281	17447	44423
282	17502	44344
283	17598	44366
284	17678	44351
285	17746	44304
286	17827	44289
287	17886	44220
288	17960	44187
289	18011	44097
290	18095	44087
291	18173	44064
292	18246	44027
293	18309	43966
294	18384	43935
295	18462	43909
296	18512	43819
297	18587	43786
298	18681	43798
299	18749	43748
300	18849	43773
301	18935	43765
302	19012	43735
303	19083	43690
304	19142	43619
305	19202	43551
306	19276	43513
307	19352	43479
308	19430	43452
309	19500	43404
310	19556	43326
311	19620	43266
312	19681	43199
313	19733	43111
314	19785	43025
315	19835	42935
316	19882	42837
317	19935	42753
318	20026	42752
319	20128	42772
320	20187	42701
321	20259	42658
322	20339	42631
323	20414	42592
324	20491	42558
325	20551	42489
326	20637	42475
327	20706	42422
328	20745	42311
329	20780	42190
330	20817	42075
331	20844	41940
332	20889	41841
333	20928	41732
334	20969	41625
335	21003	41507
336	21036	41386
337	21076	41280
338	21114	41169
339	21167	41089
340	21216	41002
341	21257	40899
342	21298	40796
343	21346	40706
344	21387	40604
345	21432	40511
346	21467	40399
347	21511	40303
348	21565	40226
349	21609	40132
350	21651	40033
351	21696	39941
352	21737	39842
353	21773	39733
354	21809	39626
355	21842	39511
356	21878	39405
357	21919	39308
358	21968	39225
359	22002	39115
360	22040	39013
361	22093	38938
362	22142	38855
363	22191	38774
364	22222	38660
365	22262	38564
366	22302	38466
367	22334	38357
368	22372	38258
369	22406	38151
370	22445	38053
371	22484	37957
372	22522	37860
373	22574	37785
374	22620	37700
375	22662	37610
376	22700	37512
377	22740	37419
378	22775	37318
379	22807	37212
380	22843	37113
381	22882	37019
382	22916	36916
383	22948	36812
384	22985	36717
3385	22992	36573386	23058	36523
387	23094	36427
388	23125	36322
3389	23141	361953390	23181	36106391	23237	36041
3392	23249	359093393	23287	358173394	23336	357433395	23376	356543396	23417	355683397	23462	35487
398	23509	35411
399	23544	35316
400	23579	35222
401	23609	35121
402	23651	35037
403	23689	34947
404	23727	34859
405	23773	34781
406	23804	34683
407	23840	34591
408	23877	34502
409	23914	34413
410	23959	34336
411	23997	34248
412	24029	34153
413	24058	34054
414	24095	33965
415	24127	338714416	24161	337804417	24190	336814418	24226	335934419	24262	335054420	24301	334214421	24335	33332422	24404	33289
423	24439	33200
4424	24452	330824425	24489	329974426	24528	329154427	24559	328224428	24608	327544429	24647	326714430	24680	325824431	24715	32496432	24775	32442
433	24806	32351
4434	24823	322424435	24863	321624436	24899	32079437	24954	32018
438	24998	31945
4439	25013	318344440	25047	317494441	25077	31658442	25137	31606
443	25177	31529
444	25203	31433
445	25241	31353
446	25279	31274
4447	25296	311694448	25341	310984449	25413	310614450	25487	310254451	25554	30982452	25661	30986
453	25720	30932
454	25786	30886
455	25836	30823
456	25896	30769
457	25953	30713
4458	25984	30626459	26067	30601
4460	26095	305104461	26182	304894462	26236	304304463	26299	303804464	26366	30335465	26448	30308
466	26523	30272
4467	26576	302104468	26629	301504469	26693	301014470	26771	300684471	26854	300404472	26931	300064473	27023	299874474	27098	29950
475	27165	29905
476	27212	29836
477	27273	29783
478	27328	297244479	27411	29696
480	27526	29701
481	27603	29664
482	27681	29630
483	27773	29610
484	27856	29579
485	27906	29513
486	27973	29466
487	28030	29408
488	28108	29373
489	28172	29322
490	28314	29352
491	28397	29321
492	28462	29270
493	28517	29209
494	28600	29178
495	28670	29132
496	28737	29084
497	28817	29048
498	28883	28999
499	28953	28953
500	29028	28913
501	29101	28869
502	29161	28814
503	29241	28777
504	29333	28753
505	29400	28702
506	29463	28649
507	29537	28607
508	29601	28554
509	29666	28502
510	29781	28499
511	29846	28447
512	29896	28381
513	29961	28329
514	30019	28270
515	30089	28223
516	30170	28186
517	30226	28125
518	30289	28071
519	30343	28009
520	30412	27960
521	30496	27925
522	30558	27871
523	30643	27836
524	30721	27795
525	30801	27756
526	30877	27713
527	30939	27658
528	31010	27610
529	31069	27551
530	31135	27500
531	31177	27427
532	31235	27367
533	31299	27313
534	31358	27255
535	31427	27206
536	31496	27155
537	31542	27086
538	31601	27028
539	31675	26982
540	31730	26920
541	31790	26863
542	31874	26826
543	31934	26768
544	32042	26750
545	32149	26732
546	32240	26700
547	32330	26666
548	32379	26599
549	32453	26552
550	32511	26492
551	32598	26456
552	32641	26384
553	32696	26322
554	32756	26264
555	32820	26209
556	32892	26160
557	32943	26095
558	32989	26025
559	33041	25961
560	33099	25901
561	33155	25839
562	33228	25791
563	33298	25741
564	33371	25692
565	33418	25625
566	33479	25567
567	33536	25507
568	33608	25457
569	33706	25427
570	33787	25384
571	33840	25320
572	33928	25283
573	33985	25222
574	34049	25167
575	34119	25115
576	34177	25055
577	34229	24991
578	34279	24924
579	34349	24873
580	34430	24830
581	34498	24777
582	34564	24723
583	34609	24653
584	34665	24591
585	34731	24537
586	34796	24482
587	34843	24414
588	34922	24368
589	34990	24315
590	35041	24250
591	35095	24187
592	35145	24121
593	35220	24073
594	35277	24012
595	35335	23952
596	35401	23897
597	35486	23855
598	35569	23812
599	35624	23749
600	35686	23691
601	35768	23647
602	35856	23606
603	35952	23571
604	36037	23528
605	36104	23473
606	36169	23417
607	36231	23359
608	36318	23317
609	36358	23245
610	36437	23198
611	36503	23143
612	36564	23083
613	36632	23029
614	36697	22973
615	36788	22933
616	36869	22886
617	36918	22819
618	36979	22761
619	37053	22710
620	37116	22652
621	37211	22613
622	37282	22560
623	37322	22489
624	37412	22447
625	37494	22400
626	37549	22337
627	37607	22277
628	37686	22228
629	37756	22174
630	37830	22122
631	37880	22057
632	37961	22009
633	38024	21951
634	38077	21887
635	38127	21821
636	38189	21762
637	38257	21707
638	38321	21649
639	38378	21587
640	38446	21532
641	38514	21476
642	38565	21412
643	38635	21357
644	38703	21301
645	38765	21243
646	38823	21182
647	38906	21134
648	38967	21074
649	39036	21019
650	39087	20954
651	39170	20906
652	39252	20858
653	39334	20809
654	39404	20754
655	39482	20704
656	39534	20639
657	39593	20579
658	39653	20518
659	39698	20450
660	39732	20377
661	39752	20296
662	39772	20216
663	39787	20133
664	39800	20050
665	39815	19967
666	39830	19885
667	39844	19803
668	39858	19720
669	39873	19639
670	39888	19557
671	39902	19476
672	39917	19395
673	39930	19313674676	40099	191675677	40154	190676678	40193	190677679	40237	189678680	40281	188679681	40317	187680682	40349	187681683	40383	186682684	40425	185683685	40464	185684686	40511	184685687	40548	183686688	40591	183687689	40632	182688690	40673	18188
691	40702	181690692	40760	18056
693	40805	179692694	40850	17927
695	40888	17859
696	40932	17794
697	40968	17725
698	41000	17655
699	41030	17584
700	41065	17515
701	41097	17445
702	41128	17375
703	41166	17308
704	41197	17238
705	41235	17171
706	41274	17105
707	41316	17039
708	41349	16971
709	41393	16907
710	41431	16840
711	41467	16773
712	41505	16706
713	41537	16638
714	41574	165713715	41608	165714716	41657	164715717	41699	163716718	41745	163717719	41787	162718720	41837	161719721	41882	161720722	41936	16066
723	41969	159722724	42014	15936
725	42060	15874
726	42100	15809
727	42131	15741
728	42164	156727729	42205	156728730	42238	155729731	42273	154730732	42309	154731733	42346	153732734	42374	152733735	42407	152734736	42453	151735	42422	15216
736	42448	15148
737	42483	15082
738740	42603	148739741	42646	148740	42606	14892
741	42636	14825
742	42680	14762
743745	42795	145744	42758	14635
745747	42867	144746748	42910	143747749	42949	143748750	42999	142749751	43031	141750752	43073	14128
753	43103	14062
754	43149	14002
755	43181	13936
756	43227	13876
757	43268	13814
758	43320	13755
759	43358	13692
760	43401	13630
761	43443	13568
762	43475	13504
763	43517	13442
764	43562	13381
765	43604	13320
766	43640	13257
767	43684	13196
768	43733	13137
769	43774	13075
770	43804	130769771	43851	12951
772	43890	12889
773	43944	12831
774	43984	12769
775	44026	127774776	44068	126775777	44109	125776778	44135	125777779	44180	124778780	44220	123779781	44259	123780782	44312	122781783	44345	122782784	44384	121783	44355	12220
784	44384	12156
785	44426	12095
786	44474	12036
787	44511	11975
788790	44641	117789791	44680	117790792	44713	116791	44672	11732
792	44708	11670
793	44745	11608
794796	44860	114795	44821	11486
796798	44944	113797	44907	11367
798800	45049	111799801	45100	111800802	45131	110801	45090	11132
802804	45208	109803	45165	11010
804806	45289	108805	45259	10893
806	45311	10836
807809	45429	106808810	45470	105809811	45509	105810812	45592	104811	45586	10554
812	45645	10499
813815	45791	103814	45802	10396
815	45897	10349
816	45978	10298
817	46038	10243
818	46098	10187
819	46167	10134
820	46233	10080
821	46311	10028
822	46388	9976
823	46463	9924
824	46529	9869
825	46599	9816
826	46653	97598827	46726	97068828	46796	96528829	46852	95968830	46898	95378831	46973	94858832	47055	94338833	47114	93778834	47173	93218835	47242	92678836	47300	92118837	47347	91538838	47434	91028839	47503	90488840	47559	89918841	47639	89398842	47687	88818843	47759	88278844	47862	87798845	47930	87248846	48004	86718847	48095	86208848	48163	85668849	48220	85098850	48308	84588851	48387	84058852	48445	83488853	48524	82958854	48586	82398855	48658	81858856	48740	8132858	48847	8018
859	48918	7963
860	48982	7907
861	49035	7850
8861	49081	78578862	49153	78038863	49214	77468864	49276	76908865	49330	76338866	49383	7575868	49461	7456
8868	49506	74638869	49572	74078870	49635	73518871	49708	72968872	49763	72398873	49826	71838874	49871	7124876	49960	7006
877	50016	6949
878	50086	6894
879	50159	6839
880	50215	6782
881	50280	6726
882	50360	6672
883	50427	6617
884	50488	6560
885	50545	6503
886	50615	6448
887	50664	6390
888	50743	6335
889	50798	6278
890	50861	6222
891	50928	6166
892	51005	6111
893	51066	6054
894	51126	5998
895	51184	5941
896	51246	5884
897	51294	5826
898	51340	5767
899	51401	5711
900	51427	5650
901	51518	5597
902	51600	5542
903	51683	5488
904	51798	5437
905	51853	5379
906	51962	5327
907	52085	5277
908	52209	5226
909	52280	5170
910	52360	5115
911	52435	5059
912	52547	5007
913	52742	4962
914	52889	4913
915	52976	4858
916	53111	4807
917	53224	4754
918	53281	4696
9918	53286	46969919	53303	463599922	53514	4464
923	53753	4421
924	53973	4376
925	54153	4327
926	54167	4265
927	54192	4204
928	54214	4143
929	54234	4082
930	54251	4020
931	54269	3959
932	54291	3898
933	54309	3837
934	54321	3776
935	54336	3715
936	54361	3655
937	54374	3594
938	54383	3532
939	54396	3472
940	54410	3411
941	54430	3351
942	54448	3291
943	54464	3230
944	54484	3171
945	54504	3111
946	54522	3051
947	54540	2991
948	54558	2932
949	54576	2872
950	54593	2812
951	54610	2753
952	54628	2694
953	54644	2634
954	54662	2575
955	54679	2516
956	54695	2457
957	54711	2398
958	54729	2339
959	54748	2289958	54789	2342959	54970	2290
960	55000	2232
961	55026	2173
962	55050	2115
963	55075	2056
964	55094	1998
965	55114	1939
966	55133	1881
967	55159	1823
968	55256	1767
969	55278	1709
970	55300	1651
971	55326	1593
972	55342	1535
973	55356	1477
974	55377	1419
975	55397	1362
976	55423	1304
977	55445	1247
978	55463	1189
979	55485	1132
980	55507	1075
981	55526	1017
982	55549	960
983	55571	903
984	55590	846
985	55618	789
986	55643	732
987	55668	676
9988	55822	620
989	55932	564
990	55957	508
991	55970	451
992	55987	394
993	56006	338
994	56028	281
995	56048	225
996	56084	168
997	56102	112
998	56133	56
999	56155	0
