iter	RMSE
478	0.4054299877
479	0.4052369528
480	0.4051228382
481	0.4050297557
482	0.4049387111
483	0.4047898116
484	0.4047029891
485	0.404505082
486	0.4044418101
487	0.4042736619
488	0.4041578229
489	0.4040354251
490	0.403978484
491	0.4038897112
492	0.4037241789
493	0.4036094778
494	0.4035422381
495	0.4034221231
496	0.4033579755
497	0.4032452661
498	0.4031244136
499	0.4030502643
500	0.4029113879
501	0.4027626117
502	0.4026609947
503	0.4025657624
504	0.4024839523
505	0.402266599
506	0.4021606889
507	0.4020345652
508	0.4018691336
509	0.4017957486
510	0.4017146849
511	0.4016214318
512	0.4015523238
513	0.4014511257
514	0.4013702718
515	0.4012815431
516	0.4011739712
517	0.4010343063
518	0.4009241252
519	0.400835164
520	0.4007205897
521	0.4006173679
522	0.4004661799
523	0.4003945334
524	0.4003209817
525	0.4002545499
526	0.4001739897
527	0.400079383
528	0.4000166982
529	0.3999301672
530	0.3998101253
531	0.399717895
532	0.3996119054
533	0.3994520101
534	0.3993835875
535	0.3992691425
536	0.3991618224
537	0.3991093544
538	0.3990216746
539	0.3989442218
540	0.3988071294
541	0.3987228735
542	0.3986360568
543	0.3984902528
544	0.3984391051
545	0.3983311776
546	0.3982781971
547	0.3981280667
548	0.3980292273
549	0.3979148399
550	0.3977911214
551	0.397742133
552	0.3976968877
553	0.3976224322
554	0.3975139401
555	0.3974519654
556	0.3973335462
557	0.3972267699
558	0.3971119907
559	0.397040716
560	0.3969445213
561	0.3968865473
562	0.3967441614
563	0.396695912
564	0.3966185522
565	0.396534252
566	0.3964236313
567	0.3963179842
568	0.3962184714
569	0.3961679456
570	0.3960584
571	0.3959717546
572	0.3958189164
573	0.3957525883
574	0.3956103184
575	0.395500724
576	0.3953856232
577	0.395328629
578	0.3952048271
579	0.3951746069
580	0.3950852035
581	0.3949801845
582	0.3948922944
583	0.3948127305
584	0.3947468865
585	0.3946785246
586	0.3945827762
587	0.3944624859
588	0.394419926
589	0.394321105
590	0.3942383569
591	0.3941667714
592	0.3940966546
593	0.3939360728
594	0.3938803018
595	0.3937477527
596	0.393626971
597	0.3935412921
598	0.3934863761
599	0.3934395457
600	0.3933466706
601	0.3932686534
602	0.3931678598
603	0.3930965253
604	0.393022929
605	0.3929674075
606	0.3928783211
607	0.3927937753
608	0.3927339044
609	0.392655143
610	0.3925662843
611	0.3924091792
612	0.3923287193
613	0.3922861992
614	0.3922247316
615	0.3921618909
616	0.3920566669
617	0.39197042
618	0.3919234517
619	0.3918634335
620	0.3917907964
621	0.3916997931
622	0.3915502733
623	0.3914240068
624	0.3913672586
625	0.3913074978
626	0.3912544955
627	0.391182605
628	0.3911119457
629	0.3910467352
630	0.3909963411
631	0.390930202
632	0.390827231
633	0.3907496317
634	0.3906459066
635	0.3905522347
636	0.3904220242
637	0.3903554845
638	0.3902670131
639	0.3901364884
640	0.3900849709
641	0.3900335699
642	0.3899568811
643	0.3899261364
644	0.3898593638
645	0.3897600528
646	0.3896469459
647	0.3895894535
648	0.3894971593
649	0.3894248957
650	0.3893621524
651	0.3893006915
652	0.3892622746
653	0.389124896
654	0.3890946731
655	0.3890502758
656	0.388982243
657	0.3889367733
658	0.388897778
659	0.3888188087
660	0.3887444356
661	0.3886699401
662	0.3885937087
663	0.3885242599
664	0.3884149882
665	0.3883701114
666	0.3882824117
667	0.38823428
668	0.3881246121
669	0.388078533
670	0.3880133825
671	0.3879009668
672	0.3878388158
673	0.3877857074
674	0.3877195527
675	0.3876221233
676	0.387491841
677	0.3873883488
678	0.3873036875
679	0.3872659272
680	0.3871768076
681	0.3871237817
682	0.3870088292
683	0.3869629572
684	0.3869107047
685	0.3868114504
686	0.3866848377
687	0.3865970163
688	0.3864830799
689	0.3864250043
690	0.3863665509
691	0.3863290438
692	0.3862934121
693	0.386217055
694	0.3861566359
695	0.3860372872
696	0.3859840739
697	0.3858783438
698	0.3857978752
699	0.3857239189
700	0.3856546546
701	0.385622957
702	0.3855795504
703	0.3854856558
704	0.3853992136
705	0.3853501564
706	0.3852823789
707	0.3851432969
708	0.3851002896
709	0.3850298969
710	0.3849832419
711	0.3849087899
712	0.3848680408
713	0.3847909973
714	0.3847531701
715	0.3846629737
716	0.3845874383
717	0.3845145387
718	0.3844586622
719	0.384416178
720	0.3843602348
721	0.3842725081
722	0.3842170154
723	0.3841609349
724	0.3841067102
725	0.3840351786
726	0.3839472158
727	0.383841791
728	0.3837816255
729	0.3836556019
730	0.3835969391
731	0.3834507144
732	0.383405116
733	0.383312958
734	0.3832551092
735	0.3832002878
736	0.3831056881
737	0.3830464227
738	0.3829798427
739	0.3828793742
740	0.3827988912
741	0.3827005578
742	0.3826432682
743	0.3825518933
744	0.3824667477
745	0.3824218795
746	0.3822982772
747	0.382243073
748	0.3821656151
749	0.3820671927
750	0.3819439705
751	0.3818284854
752	0.381741591
753	0.3816801659
754	0.381591693
755	0.3815095817
756	0.3814527865
757	0.3813955525
758	0.3813214662
759	0.3812006675
760	0.3811144255
761	0.3810653
762	0.3810034065
763	0.3809518728
764	0.3808965013
765	0.3808521438
766	0.3807706148
767	0.3806630565
768	0.3805747694
769	0.3804536218
770	0.3803823712
771	0.3803157218
772	0.3802501195
773	0.3801652106
774	0.380096227
775	0.3800429721
776	0.3799558326
777	0.3798722686
778	0.3798282161
779	0.3797777503
780	0.3796987153
781	0.3796066252
782	0.3795534528
783	0.3794052571
784	0.3793772691
785	0.3793161701
786	0.3792720531
787	0.3791992338
788	0.3791345239
789	0.3790838519
790	0.3790335308
791	0.3789811775
792	0.3789275512
793	0.3788843098
794	0.3787505767
795	0.378647643
796	0.3785904121
797	0.3785499257
798	0.3784905432
799	0.3784142516
800	0.3783479198
801	0.3783051044
802	0.3782641594
803	0.3782183021
804	0.378124066
805	0.378056784
806	0.3779779997
807	0.3778944456
808	0.3778438632
809	0.3777997156
810	0.3777533286
811	0.3776695127
812	0.3776352385
813	0.3776050158
814	0.37753195
815	0.3775058155
816	0.377444513
817	0.3773593554
818	0.3772863164
819	0.3772200571
820	0.3771673424
821	0.3771255101
822	0.3770405851
823	0.3769805095
824	0.3769379353
825	0.3768392225
826	0.3767735905
827	0.3767347675
828	0.3766685993
829	0.3765954153
830	0.3765416
831	0.3764859924
832	0.3764163232
833	0.3763122156
834	0.3762739481
835	0.3761796601
836	0.3761476371
837	0.3760780668
838	0.3760327929
839	0.3759637984
840	0.375865204
841	0.3757914312
842	0.3757256383
843	0.3756804879
844	0.3756372105
845	0.3755597854
846	0.3755101182
847	0.3754652072
848	0.3754011191
849	0.3753080012
850	0.3752561231
851	0.3752121888
852	0.3751682
853	0.3751158582
854	0.3750603532
855	0.3750090242
856	0.3749455139
857	0.3748818374
858	0.3748205262
859	0.3747602051
860	0.374714516
861	0.3746460947
862	0.3746027447
863	0.3745355888
864	0.3744668982
865	0.3743844811
866	0.3743187327
867	0.3742695768
868	0.3742041359
869	0.374167903
870	0.3740834939
871	0.3739926148
872	0.3738894075
873	0.3738319877
874	0.3737728232
875	0.373733837
876	0.3736341379
877	0.3734871757
878	0.3733982844
879	0.3733458368
880	0.373268571
881	0.3732071514
882	0.3731691997
883	0.373089003
884	0.3730192285
885	0.3729380769
886	0.3728559168
887	0.3727823152
888	0.372683662
889	0.3725937865
890	0.3725544709
891	0.3724928938
892	0.3724444005
893	0.3723718175
894	0.3723291205
895	0.3722840076
896	0.37219065
897	0.3721312807
898	0.3720062416
899	0.3719496392
900	0.3718934505
901	0.3718533892
902	0.3718087285
903	0.3717448213
904	0.3716980843
905	0.3716544444
906	0.3716076822
907	0.371575367
908	0.371547615
909	0.3714897043
910	0.3714198404
911	0.3712886319
912	0.3712462358
913	0.3711997596
914	0.3711462316
915	0.371099136
916	0.3710450098
917	0.3709744147
918	0.3709303687
919	0.3708889003
920	0.3708237999
921	0.3707726606
922	0.3707435445
923	0.3707015974
924	0.3706239655
925	0.3705646047
926	0.370536742
927	0.3704960131
928	0.3704526771
929	0.3703959589
930	0.3703516839
931	0.3702898352
932	0.3702478791
933	0.3701929135
934	0.370132598
935	0.3700696532
936	0.3700305613
937	0.3699579987
938	0.3699134783
939	0.3698550476
940	0.3697994101
941	0.369725484
942	0.3696684469
943	0.3696177601
944	0.3695971146
945	0.3695444472
946	0.3694947725
947	0.3694545572
948	0.3694135501
949	0.3693563036
950	0.3693049052
951	0.3692432236
952	0.3691977726
953	0.3691508624
954	0.3690940745
955	0.3690273047
956	0.3689593278
957	0.3689058039
958	0.3688585024
959	0.3688006398
960	0.368734363
961	0.3686959734
962	0.368661356
963	0.3686254157
964	0.3685740682
965	0.3685256021
966	0.3684843439
967	0.3684313034
968	0.3683763118
969	0.3683250251
970	0.3682613162
971	0.3682366814
972	0.3681856356
973	0.368156317
974	0.368112885
975	0.368041956
976	0.3679853914
977	0.3679104522
978	0.3678452734
979	0.3678039277
980	0.3677657437
981	0.3677194169
982	0.3676658051
983	0.3676231585
984	0.3675929844
985	0.3675312478
986	0.3674944758
987	0.3674123302
988	0.3673256766
989	0.3672687823
990	0.3672317395
991	0.3671911826
992	0.3671346351
993	0.3670660609
994	0.3670287834
995	0.366975376
996	0.3669236582
997	0.3668715761
998	0.3667826356
999	0.3667078876
