iter	RMSE
375	0.4105512174
376	0.4104113107
377	0.4103053907
378	0.4102057321
379	0.4100704514
380	0.4099715904
381	0.4098909829
382	0.409768795
383	0.4097017029
384	0.4095764668
385	0.4094378488
386	0.4093702681
387	0.4092768151
388	0.4091560575
389	0.4089478092
390	0.4086558182
391	0.4084847908
392	0.4084003793
393	0.4082353818
394	0.4080585498
395	0.4078039483
396	0.407664334
397	0.4075261711
398	0.4074088795
399	0.407129355
400	0.4069879202
401	0.4068918999
402	0.4067598456
403	0.4066789716
404	0.4065776211
405	0.4064966163
406	0.4064443494
407	0.4063286931
408	0.4060846314
409	0.405996086
410	0.4059053857
411	0.4057686658
412	0.4056545051
413	0.4055258082
414	0.4054321729
415	0.4053068018
416	0.4051854013
417	0.4050017901
418	0.4049310555
419	0.4047593132
420	0.4046887002
421	0.4045246162
422	0.4044565044
423	0.4043631372
424	0.4042063503
425	0.4040914075
426	0.4038821174
427	0.4037653967
428	0.4036690659
429	0.4036277632
430	0.403499525
431	0.4033624727
432	0.4032513329
433	0.4031167021
434	0.4029376444
435	0.4028065652
436	0.402702822
437	0.4026379472
438	0.4024899967
439	0.4023567463
440	0.402226015
441	0.4020910914
442	0.4019726613
443	0.40183247
444	0.4017524612
445	0.4016298918
446	0.4015274801
447	0.4014211401
448	0.4012615511
449	0.4011217634
450	0.4009866654
451	0.4008927055
452	0.4007584586
453	0.4006697644
454	0.4005802134
455	0.4004441614
456	0.4003236253
457	0.4002604156
458	0.4001129331
459	0.4000593229
460	0.3999689672
461	0.3998597147
462	0.3997568952
463	0.3996235756
464	0.3995472253
465	0.3994993488
466	0.3994403942
467	0.3992544977
468	0.3991654918
469	0.3990323706
470	0.3989569835
471	0.3988372786
472	0.3987682151
473	0.3986298014
474	0.398548882
475	0.3984006073
476	0.3983131462
477	0.3981339357
478	0.398033007
479	0.3979463214
480	0.397871878
481	0.397796235
482	0.3976748395
483	0.3975023727
484	0.3972823111
485	0.3970903447
486	0.3970091292
487	0.3969175362
488	0.3968522944
489	0.3967274459
490	0.3966530947
491	0.3965279713
492	0.396311187
493	0.3962373175
494	0.3961288873
495	0.3959967227
496	0.3959192784
497	0.3958331461
498	0.3957727767
499	0.3956026343
500	0.3954316643
501	0.3953197856
502	0.3951916942
503	0.3950911695
504	0.395012411
505	0.3949426261
506	0.3947819789
507	0.3946657681
508	0.394602723
509	0.3945029793
510	0.394432601
511	0.3943649842
512	0.3942804269
513	0.3941335347
514	0.3939977657
515	0.3939482335
516	0.3938284449
517	0.3937235296
518	0.3936375943
519	0.3935501059
520	0.3934756561
521	0.3933974746
522	0.3932841378
523	0.3931957433
524	0.3930992257
525	0.3929905072
526	0.3929250469
527	0.3928428683
528	0.3927590342
529	0.3925931671
530	0.3925112501
531	0.3924353193
532	0.3923347202
533	0.3922526324
534	0.3921720419
535	0.3920757726
536	0.3919514908
537	0.3918902653
538	0.3917725238
539	0.3916322745
540	0.3915260743
541	0.391318651
542	0.3912478733
543	0.3911452464
544	0.3910207229
545	0.3909472116
546	0.3908610947
547	0.390779628
548	0.3907150805
549	0.3906481614
550	0.3905068616
551	0.3903592528
552	0.3902831305
553	0.3902073385
554	0.3900617329
555	0.3899648379
556	0.3898469997
557	0.3897836259
558	0.3897028469
559	0.3896449937
560	0.3894974264
561	0.3893847916
562	0.3892943159
563	0.3891578379
564	0.3890086869
565	0.3889426317
566	0.3888145792
567	0.3886939513
568	0.3886076315
569	0.3885293321
570	0.3884108765
571	0.3883536313
572	0.3882137352
573	0.3881282281
574	0.388044439
575	0.3878914694
576	0.3878291513
577	0.387767011
578	0.3876567265
579	0.3875651319
580	0.3874891452
581	0.3874251693
582	0.3873466973
583	0.3872272618
584	0.3871443375
585	0.3870930463
586	0.3869697077
587	0.3869074656
588	0.3868343745
589	0.386720345
590	0.3866480937
591	0.3865915789
592	0.3864914106
593	0.3863807669
594	0.386285974
595	0.3861771524
596	0.3861218963
597	0.3860420912
598	0.3859519125
599	0.385879569
600	0.385821719
601	0.3856990639
602	0.3856520273
603	0.3855185298
604	0.3854558393
605	0.3853877927
606	0.3853217358
607	0.385251856
608	0.3851624634
609	0.3851027166
610	0.3850057724
611	0.3849288011
612	0.384804522
613	0.384746104
614	0.3846876417
615	0.3846385567
616	0.3845491428
617	0.3844490883
618	0.3843509843
619	0.3842630459
620	0.3841821729
621	0.3841258133
622	0.3840407683
623	0.3839823295
624	0.3838595265
625	0.3837727038
626	0.3837120508
627	0.3835730258
628	0.3834766703
629	0.3833569605
630	0.383249039
631	0.3831638994
632	0.3831041821
633	0.3830722863
634	0.3829596803
635	0.3829153757
636	0.3828702392
637	0.3827811658
638	0.3827436127
639	0.3826835385
640	0.3826270659
641	0.3825721093
642	0.3824971584
643	0.3824434202
644	0.3823842147
645	0.3822252668
646	0.3820838091
647	0.3820354396
648	0.381987237
649	0.3818426751
650	0.381800527
651	0.3816930707
652	0.381607876
653	0.3814344179
654	0.3813286053
655	0.3811935826
656	0.3810630434
657	0.3809718303
658	0.3808448319
659	0.3807214029
660	0.3806732894
661	0.3805625449
662	0.3804859991
663	0.3804189639
664	0.3803441716
665	0.3803067317
666	0.3802227157
667	0.380160458
668	0.3801067297
669	0.3800727988
670	0.3800211351
671	0.3799477157
672	0.3798694502
673	0.3798167616
674	0.3797525396
675	0.3796839164
676	0.3795866825
677	0.3795198148
678	0.3794199589
679	0.3793395654
680	0.3792872051
681	0.3792126509
682	0.3791596661
683	0.3790935708
684	0.3790130152
685	0.3789254841
686	0.3788151681
687	0.3787399478
688	0.3786462922
689	0.3785068766
690	0.3784500198
691	0.3783648617
692	0.3782558521
693	0.3782052935
694	0.378085781
695	0.3780258472
696	0.3779698957
697	0.3778895486
698	0.3778183327
699	0.3777422207
700	0.3776509492
701	0.3775963737
702	0.3775185215
703	0.3774662823
704	0.377397189
705	0.3773033352
706	0.3772371369
707	0.3771544505
708	0.3770922244
709	0.3770549735
710	0.376967045
711	0.3768763585
712	0.3768058067
713	0.3767318101
714	0.3766582726
715	0.3765701464
716	0.3765083861
717	0.3764535447
718	0.3763285917
719	0.3762751301
720	0.3762036811
721	0.3761275362
722	0.3760769734
723	0.376011264
724	0.3759611592
725	0.375835114
726	0.3757524119
727	0.3757078579
728	0.3756258695
729	0.3755709125
730	0.3754926098
731	0.3754265143
732	0.37536885
733	0.3753175273
734	0.3752636839
735	0.3752008256
736	0.3751152595
737	0.3749572632
738	0.3748790882
739	0.3747609869
740	0.3746839354
741	0.3746063557
742	0.3745514447
743	0.3745030046
744	0.3744094415
745	0.3743194485
746	0.3742543117
747	0.3742058329
748	0.3740997942
749	0.3740202969
750	0.3739438787
751	0.3738973115
752	0.3738105751
753	0.3737402589
754	0.3736830321
755	0.3736110451
756	0.3735396273
757	0.3734431479
758	0.3733821689
759	0.3733361823
760	0.3732266999
761	0.373189381
762	0.3731188629
763	0.3730792094
764	0.3730017663
765	0.3729557139
766	0.372860819
767	0.3727558271
768	0.3726953629
769	0.3726401153
770	0.3725907144
771	0.3725231038
772	0.3724739692
773	0.3724055115
774	0.3723483694
775	0.3722905117
776	0.3722004305
777	0.3721616451
778	0.3721034578
779	0.3720329519
780	0.3719946018
781	0.3719296424
782	0.3718640411
783	0.3718200645
784	0.3717745038
785	0.3716859296
786	0.3716181515
787	0.3715510586
788	0.3714854617
789	0.37142539
790	0.371318554
791	0.3712465423
792	0.3711548655
793	0.371084732
794	0.3710555524
795	0.3709986262
796	0.3708892976
797	0.3708311358
798	0.3707293467
799	0.3706667469
800	0.3706142485
801	0.3705707659
802	0.3704801027
803	0.370338215
804	0.3702358378
805	0.3701834196
806	0.3701423193
807	0.3700981974
808	0.3700471733
809	0.3699993371
810	0.3699333565
811	0.3698812234
812	0.3698167045
813	0.3697391122
814	0.3696879619
815	0.3695803918
816	0.3694749495
817	0.3694308111
818	0.36935016
819	0.3693077589
820	0.3692546119
821	0.3692069328
822	0.3690993455
823	0.3689738079
824	0.3689057872
825	0.3688119726
826	0.3687723285
827	0.3686933457
828	0.3686588851
829	0.3685518323
830	0.3684926695
831	0.3684322485
832	0.3683907064
833	0.3683438748
834	0.3683142862
835	0.3682778556
836	0.3681907117
837	0.3681321539
838	0.368018554
839	0.3679773916
840	0.3679119814
841	0.3678608436
842	0.3678071013
843	0.3677615652
844	0.3676542526
845	0.3676284496
846	0.3675959602
847	0.3675605365
848	0.3674923337
849	0.3674376685
850	0.367330197
851	0.3672490005
852	0.3670966406
853	0.3670259593
854	0.3669543287
855	0.3668936926
856	0.3668237924
857	0.3667450377
858	0.3666887522
859	0.3666081438
860	0.3665374599
861	0.3664676992
862	0.3664187305
863	0.3663694035
864	0.3662832883
865	0.3662312871
866	0.3661849056
867	0.3661431853
868	0.3660536814
869	0.365957445
870	0.3658990866
871	0.3658605738
872	0.3658281383
873	0.3657661597
874	0.3656731063
875	0.3656234484
876	0.3655808615
877	0.3655394512
878	0.3654723856
879	0.3653731916
880	0.3653358839
881	0.3652963182
882	0.3652604004
883	0.365117473
884	0.3650294002
885	0.3649444726
886	0.3648717114
887	0.3647991887
888	0.3647465001
889	0.3646915958
890	0.3646316797
891	0.3645739882
892	0.364514117
893	0.3644334467
894	0.3643712832
895	0.3643198802
896	0.3642373184
897	0.3642018344
898	0.3641374045
899	0.3640814494
900	0.3639926982
901	0.363855833
902	0.3637937677
903	0.3637178284
904	0.3636731081
905	0.3636263461
906	0.3635726731
907	0.3635130735
908	0.3634695269
909	0.3634045498
910	0.3633386169
911	0.3632379204
912	0.3631488317
913	0.3630352686
914	0.3629906669
915	0.3629361391
916	0.3628882315
917	0.3628072486
918	0.3627685864
919	0.3627016387
920	0.3626546866
921	0.36259024
922	0.3625002106
923	0.3624700158
924	0.3624061596
925	0.362343865
926	0.3622900196
927	0.3622464252
928	0.3622113156
929	0.3621624958
930	0.3620952801
931	0.3620282121
932	0.3619569628
933	0.3619072889
934	0.3618731004
935	0.36183748
936	0.3618073417
937	0.3617504116
938	0.3617003493
939	0.3616222381
940	0.3615590386
941	0.3615270534
942	0.3615058085
943	0.3614641507
944	0.3614107274
945	0.3613865575
946	0.361338205
947	0.3613040782
948	0.3612371666
949	0.3611766929
950	0.3611255238
951	0.3610805734
952	0.3610231771
953	0.3609408504
954	0.3608948083
955	0.3608171157
956	0.360753949
957	0.3606582096
958	0.360611247
959	0.3605718122
960	0.3605289984
961	0.3604749265
962	0.3604300209
963	0.36038185
964	0.3603182317
965	0.3602796858
966	0.3602494484
967	0.3602057825
968	0.3601753992
969	0.3601289061
970	0.3600671022
971	0.3600139704
972	0.3599653671
973	0.3599179285
974	0.3598436444
975	0.359725925
976	0.3597034687
977	0.359637587
978	0.3595921567
979	0.3595598145
980	0.3595130043
981	0.3594781952
982	0.35944918
983	0.3594233437
984	0.3593870082
985	0.3593287533
986	0.35930636
987	0.359229313
988	0.3591539663
989	0.3591132935
990	0.359039636
991	0.3589657993
992	0.3589161444
993	0.3588692792
994	0.3588114536
995	0.3587566216
996	0.3587037665
997	0.3586316309
998	0.3585647522
999	0.3584950605
