description,result_timestamp,lamax,laeq,lceq,lcpeak
MP 07: Naamsestraat 81,2022-12-18 09:10:00,46.67850000000001,45.84283333333334,56.528783333333315,67.68220000000002
MP 07: Naamsestraat 81,2022-12-18 09:20:00,45.16833333333334,43.95950000000003,53.97796666666655,65.62988333333334
MP 07: Naamsestraat 81,2022-12-18 09:30:00,50.27549999999994,48.99716666666665,57.26220000000005,69.09343333333332
MP 07: Naamsestraat 81,2022-12-18 09:40:00,51.16033333333329,49.62716666666661,58.34626666666668,69.82544999999995
MP 07: Naamsestraat 81,2022-12-18 09:50:00,49.85850000000001,48.63,58.59016666666666,70.05660000000002
MP 07: Naamsestraat 81,2022-12-18 10:00:00,47.39966666666664,46.099333333333355,55.803133333333356,67.35283333333341
MP 07: Naamsestraat 81,2022-12-18 10:10:00,48.13866666666666,47.01149999999996,57.06841666666669,68.48533333333333
MP 07: Naamsestraat 81,2022-12-18 10:20:00,48.033333333333324,46.656166666666714,56.27315000000002,67.98686666666666
MP 07: Naamsestraat 81,2022-12-18 10:30:00,48.59766666666665,46.96199999999999,56.21001666666668,68.02644999999998
MP 07: Naamsestraat 81,2022-12-18 10:40:00,48.359666666666605,47.0161666666667,56.3174833333334,68.14160000000001
MP 07: Naamsestraat 81,2022-12-18 10:50:00,50.566000000000024,49.30949999999999,58.23263333333331,69.96318333333332
MP 07: Naamsestraat 81,2022-12-18 11:00:00,50.29100000000003,48.98633333333334,58.0663666666666,69.75733333333321
MP 07: Naamsestraat 81,2022-12-18 11:10:00,52.705499999999965,51.20033333333337,60.48790000000002,72.14514999999994
MP 07: Naamsestraat 81,2022-12-18 11:20:00,51.99633333333331,50.5613333333333,60.536499999999975,71.81113333333332
MP 07: Naamsestraat 81,2022-12-18 11:30:00,51.22850000000009,49.792666666666655,59.283400000000036,70.80876666666667
MP 07: Naamsestraat 81,2022-12-18 11:40:00,54.35399999999996,53.070666666666654,61.68693333333333,73.13774999999997
MP 07: Naamsestraat 81,2022-12-18 11:50:00,54.03216666666671,52.791000000000025,61.70923333333329,73.25865000000003
MP 07: Naamsestraat 81,2022-12-18 12:00:00,53.192166666666644,51.85949999999997,61.78183333333326,72.93221666666668
MP 07: Naamsestraat 81,2022-12-18 12:10:00,52.15533333333332,50.917333333333325,60.007816666666685,71.37668333333332
MP 07: Naamsestraat 81,2022-12-18 12:20:00,52.51166666666667,51.02133333333334,59.50481666666669,71.34246666666672
MP 07: Naamsestraat 81,2022-12-18 12:30:00,51.089500000000065,49.80866666666665,58.71483333333331,70.48508333333336
MP 07: Naamsestraat 81,2022-12-18 12:40:00,51.947666666666656,50.27666666666663,58.91733333333334,70.90003333333341
MP 07: Naamsestraat 81,2022-12-18 12:50:00,52.05449999999999,50.32650000000002,59.03845000000006,70.70445000000002
MP 07: Naamsestraat 81,2022-12-18 13:00:00,49.46666666666667,48.20766666666671,58.30598333333334,69.64893333333337
MP 07: Naamsestraat 81,2022-12-18 13:10:00,50.42283333333334,49.07550000000004,59.07533333333334,70.34653333333335
MP 07: Naamsestraat 81,2022-12-18 13:20:00,52.8485,51.505500000000005,59.17924999999995,70.89985000000004
MP 07: Naamsestraat 81,2022-12-18 13:30:00,52.89299999999999,51.57283333333333,60.54429999999999,71.88511666666662
MP 07: Naamsestraat 81,2022-12-18 13:40:00,51.8716666666667,50.37966666666669,59.05839999999999,70.68359999999994
MP 07: Naamsestraat 81,2022-12-18 13:50:00,52.994333333333316,51.31899999999995,59.48859999999999,71.33619999999998
MP 07: Naamsestraat 81,2022-12-18 14:00:00,54.44183333333333,53.02349999999994,61.96869999999996,73.39505000000001
MP 07: Naamsestraat 81,2022-12-18 14:10:00,55.053166666666655,53.505,62.11936666666667,73.6743833333333
MP 07: Naamsestraat 81,2022-12-18 14:20:00,54.046000000000014,52.44016666666669,62.53288333333344,74.03239999999994
MP 07: Naamsestraat 81,2022-12-18 14:30:00,53.855499999999964,52.41233333333332,61.76909999999997,73.19245
MP 07: Naamsestraat 81,2022-12-18 14:40:00,55.26333333333334,53.843999999999994,64.04518333333324,75.25941666666667
MP 07: Naamsestraat 81,2022-12-18 14:50:00,52.78389982110909,51.06636851520572,60.45726296958851,72.15168157423976
MP 07: Naamsestraat 81,2022-12-18 15:00:00,,,,
MP 07: Naamsestraat 81,2022-12-18 15:10:00,,,,
MP 07: Naamsestraat 81,2022-12-18 15:20:00,,,,
MP 07: Naamsestraat 81,2022-12-18 15:30:00,,,,
MP 07: Naamsestraat 81,2022-12-18 15:40:00,,,,
MP 07: Naamsestraat 81,2022-12-18 15:50:00,,,,
MP 07: Naamsestraat 81,2022-12-18 16:00:00,55.03557951482482,52.993261455525634,62.355822102425826,74.13000000000002
MP 07: Naamsestraat 81,2022-12-18 16:10:00,54.40099999999996,52.25116666666665,59.96185000000001,72.12196666666664
MP 07: Naamsestraat 81,2022-12-18 16:20:00,54.764499999999934,53.24766666666668,63.539683333333244,74.45073333333336
MP 07: Naamsestraat 81,2022-12-18 16:30:00,54.05616666666664,52.045333333333296,60.02048333333336,72.23131666666676
MP 07: Naamsestraat 81,2022-12-18 16:40:00,52.19450000000002,50.60583333333336,58.29189999999998,70.39971666666662
MP 07: Naamsestraat 81,2022-12-18 16:50:00,60.763500000000036,58.97183333333334,67.17838333333326,79.09429999999998
MP 07: Naamsestraat 81,2022-12-18 17:00:00,58.37133333333324,56.709,63.66994999999999,75.71001666666669
MP 07: Naamsestraat 81,2022-12-18 17:10:00,58.40966666666671,55.9751666666667,65.07846666666673,77.03760000000001
MP 07: Naamsestraat 81,2022-12-18 17:20:00,53.53550000000002,52.16283333333331,62.03676666666665,73.30453333333334
MP 07: Naamsestraat 81,2022-12-18 17:30:00,52.831999999999965,51.363833333333375,61.63564999999996,73.01683333333325
MP 07: Naamsestraat 81,2022-12-18 17:40:00,54.862000000000016,53.35183333333335,62.337366666666625,73.8572
MP 07: Naamsestraat 81,2022-12-18 17:50:00,53.702499999999944,52.125666666666646,59.95916666666663,71.94403333333338
MP 07: Naamsestraat 81,2022-12-18 18:00:00,54.00983333333333,52.46616666666669,60.74206666666675,72.63486666666665
MP 07: Naamsestraat 81,2022-12-18 18:10:00,56.62533333333333,54.88333333333338,63.1669666666667,74.93536666666664
MP 07: Naamsestraat 81,2022-12-18 18:20:00,53.582833333333376,52.17433333333336,61.77266666666664,73.34055000000002
MP 07: Naamsestraat 81,2022-12-18 18:30:00,50.580999999999975,49.06599999999995,57.60883333333325,69.52940000000002
MP 07: Naamsestraat 81,2022-12-18 18:40:00,51.698666666666675,50.3121666666667,59.7831333333334,71.37421666666671
MP 07: Naamsestraat 81,2022-12-18 18:50:00,53.66199999999998,52.16050000000002,60.67254999999997,72.56804999999997
MP 07: Naamsestraat 81,2022-12-18 19:00:00,53.80583333333336,52.284666666666666,60.20658333333327,72.32413333333331
MP 07: Naamsestraat 81,2022-12-18 19:10:00,56.09716666666666,54.8386666666667,62.0406666666667,73.71004999999994
MP 07: Naamsestraat 81,2022-12-18 19:20:00,58.259333333333316,56.933333333333344,62.48099999999995,74.68106666666664
MP 07: Naamsestraat 81,2022-12-18 19:30:00,58.779833333333336,57.63149999999995,63.13623333333331,75.18283333333325
MP 07: Naamsestraat 81,2022-12-18 19:40:00,57.74299999999993,56.55499999999995,62.821583333333365,74.76730000000008
MP 07: Naamsestraat 81,2022-12-18 19:50:00,57.284333333333294,56.082833333333326,62.64274999999998,74.49856666666666
MP 07: Naamsestraat 81,2022-12-18 20:00:00,60.02349999999995,58.89850000000005,65.35389999999997,77.07531666666658
MP 07: Naamsestraat 81,2022-12-18 20:10:00,59.14800000000003,57.941333333333304,63.8841333333333,75.72984999999996
MP 07: Naamsestraat 81,2022-12-18 20:20:00,60.08033333333331,59.03316666666668,64.8027833333334,76.45618333333331
MP 07: Naamsestraat 81,2022-12-18 20:30:00,59.94583333333335,58.77499999999995,65.11586666666662,76.69261666666662
MP 07: Naamsestraat 81,2022-12-18 20:40:00,58.33150000000004,57.141,64.21988333333343,76.05780000000001
MP 07: Naamsestraat 81,2022-12-18 20:50:00,59.00899999999993,57.68733333333332,64.74769999999998,76.82393333333334
MP 07: Naamsestraat 81,2022-12-18 21:00:00,60.27433333333333,59.057833333333356,65.22853333333327,77.4435666666667
MP 07: Naamsestraat 81,2022-12-18 21:10:00,58.0248333333333,56.81549999999997,62.581133333333405,74.71498333333335
MP 07: Naamsestraat 81,2022-12-18 21:20:00,58.23933333333333,57.14016666666672,64.10448333333335,75.66859999999998
MP 07: Naamsestraat 81,2022-12-18 21:30:00,60.68250000000003,59.474000000000025,64.71584999999993,77.03839999999997
MP 07: Naamsestraat 81,2022-12-18 21:40:00,61.44433333333327,60.13166666666665,66.69781666666672,78.74213333333327
MP 07: Naamsestraat 81,2022-12-18 21:50:00,59.19116666666664,57.91299999999998,63.78773333333337,75.81271666666673
MP 07: Naamsestraat 81,2022-12-18 22:00:00,59.80150000000001,58.493166666666696,65.48735000000005,77.30433333333335
MP 07: Naamsestraat 81,2022-12-18 22:10:00,56.781166666666635,55.175833333333294,61.51916666666666,73.97776666666667
MP 07: Naamsestraat 81,2022-12-18 22:20:00,57.18516666666675,55.77749999999999,61.7177666666667,74.30734999999999
MP 07: Naamsestraat 81,2022-12-18 22:30:00,53.82783333333334,52.36366666666665,58.03996666666665,70.78535000000005
MP 07: Naamsestraat 81,2022-12-18 22:40:00,55.39249999999991,53.975666666666676,60.07166666666675,72.4478666666667
MP 07: Naamsestraat 81,2022-12-18 22:50:00,54.356500000000004,52.63566666666669,60.45491666666661,72.84616666666672
MP 07: Naamsestraat 81,2022-12-18 23:00:00,52.01850000000001,50.51666666666667,56.78778333333335,69.25275000000002
MP 07: Naamsestraat 81,2022-12-18 23:10:00,51.417,50.00816666666662,56.78394999999998,69.11178333333334
MP 07: Naamsestraat 81,2022-12-18 23:20:00,49.51233333333331,47.66850000000001,54.656649999999985,67.45354999999995
MP 07: Naamsestraat 81,2022-12-18 23:30:00,52.048333333333375,50.616333333333394,56.8778666666666,68.93131666666666
MP 07: Naamsestraat 81,2022-12-18 23:40:00,46.93216666666665,45.2748333333333,52.7836666666667,65.02728333333333
MP 07: Naamsestraat 81,2022-12-18 23:50:00,46.763666666666644,45.1131666666667,53.13335000000004,65.37059999999992
MP 07: Naamsestraat 81,2022-12-19 00:00:00,47.14016666666671,45.33949999999996,52.73326666666666,64.96908333333327
MP 07: Naamsestraat 81,2022-12-19 00:10:00,49.64966666666664,48.01583333333326,54.800633333333266,67.1005
MP 07: Naamsestraat 81,2022-12-19 00:20:00,44.39416666666667,42.795166666666645,51.18516666666663,63.15118333333336
MP 07: Naamsestraat 81,2022-12-19 00:30:00,43.61766666666664,42.27699999999995,51.06173333333334,63.10605000000002
MP 07: Naamsestraat 81,2022-12-19 00:40:00,42.02,40.680000000000035,50.46001666666662,62.28046666666671
MP 07: Naamsestraat 81,2022-12-19 00:50:00,45.89400000000003,43.78900000000003,50.97119999999994,63.58699999999998
MP 07: Naamsestraat 81,2022-12-19 01:00:00,44.983499999999985,43.42233333333335,55.98138333333331,67.11111666666667
MP 07: Naamsestraat 81,2022-12-19 01:10:00,40.40516666666663,39.04366666666666,49.13643333333332,61.019416666666636
MP 07: Naamsestraat 81,2022-12-19 01:20:00,42.411499999999954,41.07433333333336,50.43961666666669,62.31001666666672
MP 07: Naamsestraat 81,2022-12-19 01:30:00,39.89883333333336,38.80449999999999,47.73019999999998,59.44503333333338
MP 07: Naamsestraat 81,2022-12-19 01:40:00,40.25316666666669,38.75650000000003,47.967950000000016,60.13588333333339
