description,result_timestamp,lamax,laeq,lceq,lcpeak
MP 01: Naamsestraat 35  Maxim,2022-08-01 00:00:00,54.57116666666672,51.70116666666671,61.229433333333354,73.50035000000007
MP 01: Naamsestraat 35  Maxim,2022-08-01 00:10:00,56.548000000000044,53.13283333333332,61.33308333333329,74.13964999999992
MP 01: Naamsestraat 35  Maxim,2022-08-01 00:20:00,55.55916666666667,52.464499999999994,60.927583333333324,73.41113333333334
MP 01: Naamsestraat 35  Maxim,2022-08-01 00:30:00,51.01316666666666,48.34716666666667,60.35279999999999,72.19061666666668
MP 01: Naamsestraat 35  Maxim,2022-08-01 00:40:00,51.57283333333333,49.477833333333336,62.63413333333336,73.89166666666665
MP 01: Naamsestraat 35  Maxim,2022-08-01 00:50:00,53.67216666666668,51.77333333333334,63.17085000000003,74.4793166666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 01:00:00,50.33083333333333,47.710333333333345,60.760883333333354,72.54296666666679
MP 01: Naamsestraat 35  Maxim,2022-08-01 01:10:00,52.06549999999996,49.00549999999999,60.42121666666664,72.62698333333337
MP 01: Naamsestraat 35  Maxim,2022-08-01 01:20:00,50.534557595993356,48.4489148580968,61.57270450751249,73.20363939899833
MP 01: Naamsestraat 35  Maxim,2022-08-01 01:30:00,48.12616666666665,45.00166666666673,59.24603333333323,71.1645833333333
MP 01: Naamsestraat 35  Maxim,2022-08-01 01:40:00,46.14983333333336,43.31999999999998,58.24935,70.12711666666661
MP 01: Naamsestraat 35  Maxim,2022-08-01 01:50:00,48.67049999999998,45.86133333333333,58.542883333333336,71.34719999999996
MP 01: Naamsestraat 35  Maxim,2022-08-01 02:00:00,49.676999999999985,47.188833333333335,58.99859999999997,72.07774999999997
MP 01: Naamsestraat 35  Maxim,2022-08-01 02:10:00,46.99866666666668,44.408833333333305,58.15871666666662,71.70218333333335
MP 01: Naamsestraat 35  Maxim,2022-08-01 02:20:00,47.02949999999999,44.53183333333337,58.03246666666667,71.3114333333333
MP 01: Naamsestraat 35  Maxim,2022-08-01 02:30:00,49.29199999999999,46.82799999999999,58.89161666666666,72.2609166666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 02:40:00,46.52283333333333,43.92033333333333,57.95854999999996,71.26106666666676
MP 01: Naamsestraat 35  Maxim,2022-08-01 02:50:00,46.65683333333335,44.00516666666665,56.54860000000004,70.52071666666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 03:00:00,45.67933333333327,43.04733333333336,56.47671666666664,70.4995666666666
MP 01: Naamsestraat 35  Maxim,2022-08-01 03:10:00,46.088833333333305,43.3665,55.99048333333334,70.22105000000005
MP 01: Naamsestraat 35  Maxim,2022-08-01 03:20:00,44.36616666666668,41.39083333333331,55.03703333333336,68.66396666666668
MP 01: Naamsestraat 35  Maxim,2022-08-01 03:30:00,42.160166666666605,39.18083333333333,52.57851666666668,66.20628333333327
MP 01: Naamsestraat 35  Maxim,2022-08-01 03:40:00,43.145333333333404,40.38266666666669,53.02464999999998,66.59001666666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 03:50:00,40.80900000000005,37.61666666666665,48.470183333333345,64.05266666666671
MP 01: Naamsestraat 35  Maxim,2022-08-01 04:00:00,42.032,38.59016666666666,48.50318333333331,64.08933333333334
MP 01: Naamsestraat 35  Maxim,2022-08-01 04:10:00,42.41700000000004,39.32483333333338,50.380499999999984,65.39676666666668
MP 01: Naamsestraat 35  Maxim,2022-08-01 04:20:00,42.67500000000004,39.50266666666665,51.85393333333329,65.9869833333334
MP 01: Naamsestraat 35  Maxim,2022-08-01 04:30:00,41.42449999999994,38.13083333333332,49.27963333333341,64.79738333333334
MP 01: Naamsestraat 35  Maxim,2022-08-01 04:40:00,33.621999999999986,32.28133333333331,46.54724999999997,57.657716666666744
MP 01: Naamsestraat 35  Maxim,2022-08-01 04:50:00,34.61166666666666,33.442499999999974,48.03286666666668,59.24076666666672
MP 01: Naamsestraat 35  Maxim,2022-08-01 05:00:00,35.61700000000002,34.331999999999994,48.83300000000002,59.94905
MP 01: Naamsestraat 35  Maxim,2022-08-01 05:10:00,32.434333333333335,31.496833333333313,46.87345000000001,57.749233333333336
MP 01: Naamsestraat 35  Maxim,2022-08-01 05:20:00,32.50566666666672,31.378999999999976,47.12633333333335,57.9724
MP 01: Naamsestraat 35  Maxim,2022-08-01 05:30:00,33.38849999999997,32.28383333333332,48.10301666666664,59.1218
MP 01: Naamsestraat 35  Maxim,2022-08-01 05:40:00,37.73316666666665,36.631499999999974,51.497149999999955,62.71951666666664
MP 01: Naamsestraat 35  Maxim,2022-08-01 05:50:00,49.16800000000001,47.83966666666664,58.239166666666755,69.87393333333331
MP 01: Naamsestraat 35  Maxim,2022-08-01 06:00:00,44.03633333333334,40.37366666666663,49.83220000000004,66.29731666666669
MP 01: Naamsestraat 35  Maxim,2022-08-01 06:10:00,44.816000000000024,41.17749999999997,50.53686666666663,67.08539999999999
MP 01: Naamsestraat 35  Maxim,2022-08-01 06:20:00,49.790666666666674,46.8748333333334,57.420716666666664,70.80581666666666
MP 01: Naamsestraat 35  Maxim,2022-08-01 06:30:00,46.76966666666668,43.31366666666664,56.81701666666664,69.2988
MP 01: Naamsestraat 35  Maxim,2022-08-01 06:40:00,45.72616666666668,42.30299999999997,54.17884999999998,68.2146833333334
MP 01: Naamsestraat 35  Maxim,2022-08-01 06:50:00,50.88999999999997,48.86483333333333,61.0885833333333,72.97810000000008
MP 01: Naamsestraat 35  Maxim,2022-08-01 07:00:00,51.96333333333329,50.10500000000004,62.14901666666668,73.98158333333332
MP 01: Naamsestraat 35  Maxim,2022-08-01 07:10:00,48.523999999999994,46.0788333333333,58.04019999999987,71.07838333333333
MP 01: Naamsestraat 35  Maxim,2022-08-01 07:20:00,50.206166666666654,48.601666666666695,63.986633333333316,74.8019166666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 07:30:00,54.38516666666672,52.920833333333356,65.23829999999994,76.5038166666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 07:40:00,53.79166666666666,51.90116666666668,63.136066666666615,75.01654999999995
MP 01: Naamsestraat 35  Maxim,2022-08-01 07:50:00,57.77616666666671,56.580999999999996,66.45156666666665,77.88301666666669
MP 01: Naamsestraat 35  Maxim,2022-08-01 08:00:00,57.149000000000036,55.93066666666663,64.99021666666673,76.80003333333335
MP 01: Naamsestraat 35  Maxim,2022-08-01 08:10:00,50.443499999999986,47.94666666666661,56.965966666666695,70.54416666666663
MP 01: Naamsestraat 35  Maxim,2022-08-01 08:20:00,50.75266666666665,48.616166666666686,59.13803333333342,72.11458333333347
MP 01: Naamsestraat 35  Maxim,2022-08-01 08:30:00,50.95366666666667,48.89016666666663,60.95046666666663,72.76816666666669
MP 01: Naamsestraat 35  Maxim,2022-08-01 08:40:00,59.02199999999997,57.555333333333344,68.08199999999991,79.46161666666657
MP 01: Naamsestraat 35  Maxim,2022-08-01 08:50:00,53.0108333333333,50.97583333333331,61.88460000000005,74.18726666666673
MP 01: Naamsestraat 35  Maxim,2022-08-01 09:00:00,53.594333333333346,51.54216666666667,62.29883333333331,74.48915000000002
MP 01: Naamsestraat 35  Maxim,2022-08-01 09:10:00,51.225666666666655,48.76249999999997,59.479766666666634,72.38653333333336
MP 01: Naamsestraat 35  Maxim,2022-08-01 09:20:00,53.78966666666663,52.02533333333331,64.26171666666673,75.71480000000003
MP 01: Naamsestraat 35  Maxim,2022-08-01 09:30:00,51.57650000000004,49.23766666666671,59.28996666666662,71.9619666666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 09:40:00,49.7065,47.50699999999998,60.186066666666726,72.50558333333328
MP 01: Naamsestraat 35  Maxim,2022-08-01 09:50:00,50.85433333333335,48.376833333333316,58.75663333333341,71.72029999999998
MP 01: Naamsestraat 35  Maxim,2022-08-01 10:00:00,52.58333333333337,50.445333333333345,61.272249999999985,74.10661666666662
MP 01: Naamsestraat 35  Maxim,2022-08-01 10:10:00,53.2593333333334,51.52466666666668,63.70303333333327,75.48663333333329
MP 01: Naamsestraat 35  Maxim,2022-08-01 10:20:00,57.44033333333333,55.98783333333336,67.05963333333334,78.53338333333335
MP 01: Naamsestraat 35  Maxim,2022-08-01 10:30:00,54.260333333333286,52.55150000000001,63.79653333333328,75.48476666666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 10:40:00,55.24166666666663,53.5285,64.5648333333334,76.37158333333335
MP 01: Naamsestraat 35  Maxim,2022-08-01 10:50:00,58.75716666666661,56.7511666666667,67.79513333333335,79.31875000000004
MP 01: Naamsestraat 35  Maxim,2022-08-01 11:00:00,54.90716666666667,52.728833333333334,62.1916,74.83169999999994
MP 01: Naamsestraat 35  Maxim,2022-08-01 11:10:00,55.49283333333333,53.60983333333331,64.30404999999999,75.99980000000001
MP 01: Naamsestraat 35  Maxim,2022-08-01 11:20:00,52.53616666666673,50.27100000000004,61.39605000000003,73.2419666666667
MP 01: Naamsestraat 35  Maxim,2022-08-01 11:30:00,52.20649999999997,50.283000000000044,62.19034999999996,74.1686333333333
MP 01: Naamsestraat 35  Maxim,2022-08-01 11:40:00,53.65816666666665,51.70183333333336,62.73894999999993,74.85313333333332
MP 01: Naamsestraat 35  Maxim,2022-08-01 11:50:00,52.06316666666663,49.90450000000001,61.82386666666668,73.24970000000005
MP 01: Naamsestraat 35  Maxim,2022-08-01 12:00:00,52.3256666666667,49.999833333333285,61.851749999999946,73.4817666666666
