iter	RMSE
340	1.978873869
341	1.97778181
342	1.977235621
343	1.976212601
344	1.975788548
345	1.974963281
346	1.973990152
347	1.973130035
348	1.972337921
349	1.971419839
350	1.970904026
351	1.970377457
352	1.969465098
353	1.969161068
354	1.968765378
355	1.968330677
356	1.968031075
357	1.967493741
358	1.967050433
359	1.966310626
360	1.965660624
361	1.965292946
362	1.964062431
363	1.96368183
364	1.963076042
365	1.962250586
366	1.961892114
367	1.960960459
368	1.960622619
369	1.96012351
370	1.959510916
371	1.958581322
372	1.95811076
373	1.957024513
374	1.956559622
375	1.956100068
376	1.954902147
377	1.95425408
378	1.953899003
379	1.953358357
380	1.952937647
381	1.952410835
382	1.951584146
383	1.951026085
384	1.950295065
385	1.949449628
386	1.948782632
387	1.948004234
388	1.947422094
389	1.947049434
390	1.945809478
391	1.944972654
392	1.944498014
393	1.94391468
394	1.943496221
395	1.943084931
396	1.942761703
397	1.942135526
398	1.941392079
399	1.941065583
400	1.940434765
401	1.939699283
402	1.939020171
403	1.938521879
404	1.937445864
405	1.936788237
406	1.936363176
407	1.935386975
408	1.934891683
409	1.934511351
410	1.933591457
411	1.932558947
412	1.931989318
413	1.931388131
414	1.930924955
415	1.93015684
416	1.929538717
417	1.929218147
418	1.928914265
419	1.928392879
420	1.927843274
421	1.927323145
422	1.926912168
423	1.926387751
424	1.9261161
425	1.925509544
426	1.92508953
427	1.924561745
428	1.924101304
429	1.923471002
430	1.923082308
431	1.922458635
432	1.92193655
433	1.921420074
434	1.920879655
435	1.92053844
436	1.91994567
437	1.919423897
438	1.919128159
439	1.918860783
440	1.918468984
441	1.918083751
442	1.91708125
443	1.916595409
444	1.91569446
445	1.914996906
446	1.914549185
447	1.913887652
448	1.913352874
449	1.912919752
450	1.912668103
451	1.91218143
452	1.911779502
453	1.910970506
454	1.910696062
455	1.910073139
456	1.909590448
457	1.908903409
458	1.908520365
459	1.908032144
460	1.907493501
461	1.906924909
462	1.906187919
463	1.905615799
464	1.904995506
465	1.904372051
466	1.903617821
467	1.903320989
468	1.902829305
469	1.902329096
470	1.901929498
471	1.901424354
472	1.900155028
473	1.899535617
474	1.899276611
475	1.898501154
476	1.898114208
477	1.897778287
478	1.897369131
479	1.896722383
480	1.895830612
481	1.895671349
482	1.894798437
483	1.894396833
484	1.894012428
485	1.893633731
486	1.893385504
487	1.892974179
488	1.892410219
489	1.891963931
490	1.891332454
491	1.89088408
492	1.890617429
493	1.890260443
494	1.889518816
495	1.889104266
496	1.88881787
497	1.888533484
498	1.887906372
499	1.887515259
500	1.887119122
501	1.886761916
502	1.886427516
503	1.886095422
504	1.885562034
505	1.884941008
506	1.884288325
507	1.883969726
508	1.883596092
509	1.883076112
510	1.882803592
511	1.882530006
512	1.882072587
513	1.881551588
514	1.881294118
515	1.880912241
516	1.880089428
517	1.879470584
518	1.87901124
519	1.87857623
520	1.878305831
521	1.87766655
522	1.877367005
523	1.876902288
524	1.876436608
525	1.876228949
526	1.875643163
527	1.87489663
528	1.874204492
529	1.873755534
530	1.873418049
531	1.873062514
532	1.872731634
533	1.872307714
534	1.871941321
535	1.871534809
536	1.870845156
537	1.870305635
538	1.870031678
539	1.869721304
540	1.869055
541	1.868740292
542	1.868344212
543	1.867647672
544	1.867238252
545	1.866704646
546	1.866493491
547	1.866223483
548	1.865625777
549	1.865197251
550	1.864548549
551	1.864242636
552	1.863460123
553	1.863022409
554	1.862690543
555	1.862375165
556	1.861974802
557	1.861429479
558	1.86107977
559	1.860520279
560	1.86021806
561	1.859927264
562	1.858956602
563	1.858473748
564	1.85809964
565	1.857839353
566	1.857232202
567	1.856987439
568	1.856507622
569	1.856309032
570	1.855911256
571	1.85539031
572	1.854770728
573	1.854579455
574	1.854234134
575	1.853871118
576	1.853457151
577	1.853103468
578	1.852771689
579	1.852375544
580	1.851835427
581	1.851692096
582	1.851284361
583	1.851017586
584	1.850406718
585	1.85028656
586	1.850003505
587	1.849594413
588	1.849207876
589	1.848851685
590	1.848290801
591	1.847935803
592	1.847632441
593	1.846856137
594	1.846451604
595	1.846047028
596	1.845750899
597	1.845493676
598	1.845199541
599	1.844867407
600	1.8444659
601	1.843813837
602	1.843512281
603	1.843339284
604	1.842651333
605	1.842086794
606	1.841777934
607	1.841250054
608	1.841003142
609	1.840543316
610	1.839937804
611	1.839743953
612	1.839289456
613	1.838920822
614	1.838694808
615	1.838280693
616	1.838057847
617	1.837509821
618	1.837110426
619	1.836500606
620	1.836104863
621	1.835773111
622	1.835424372
623	1.835086538
624	1.834736644
625	1.8344793
626	1.833767378
627	1.833454591
628	1.833256993
629	1.833077523
630	1.832804534
631	1.832547529
632	1.83232358
633	1.832016214
634	1.831915089
635	1.831741536
636	1.831055853
637	1.830809175
638	1.830392482
639	1.83012891
640	1.829550753
641	1.829267363
642	1.828745486
643	1.82850413
644	1.828278412
645	1.827931176
646	1.827623919
647	1.827390981
648	1.827152122
649	1.826903409
650	1.82640099
651	1.82616872
652	1.825824263
653	1.82528773
654	1.825052185
655	1.824238033
656	1.823715912
657	1.823571922
658	1.823237868
659	1.82306371
660	1.822792323
661	1.822427744
662	1.821921941
663	1.821699138
664	1.821287922
665	1.820811425
666	1.82038832
667	1.820098337
668	1.819854722
669	1.819547586
670	1.819289565
671	1.81897255
672	1.81872229
673	1.818406736
674	1.818247275
675	1.817828408
676	1.81735208
677	1.816665854
678	1.816428811
679	1.816226826
680	1.815885406
681	1.815748317
682	1.81553397
683	1.815167371
684	1.814828512
685	1.814530536
686	1.814381158
687	1.814252046
688	1.813967644
689	1.813544551
690	1.813198249
691	1.813001844
692	1.812655767
693	1.81240613
694	1.812002956
695	1.81186144
696	1.811313321
697	1.811048768
698	1.810486256
699	1.81024382
700	1.810081914
701	1.809513355
702	1.809207161
703	1.808497222
704	1.80827202
705	1.807841556
706	1.807594665
707	1.807322643
708	1.807146886
709	1.806793842
710	1.806506842
711	1.80593247
712	1.805664474
713	1.80521591
714	1.804890087
715	1.804637472
716	1.804473448
717	1.804255447
718	1.804072226
719	1.803821119
720	1.80355706
721	1.803299016
722	1.802866305
723	1.802559856
724	1.802373297
725	1.802238607
726	1.801988394
727	1.801643542
728	1.801396592
729	1.801151933
730	1.800916916
731	1.800708117
732	1.80049436
733	1.800162088
734	1.799738882
735	1.799474251
736	1.799158123
737	1.798816881
738	1.798465834
739	1.798241102
740	1.797862581
741	1.797705583
742	1.79755052
743	1.797232629
744	1.796798546
745	1.796458339
746	1.796132573
747	1.795972543
748	1.795041572
749	1.794857383
750	1.794679069
751	1.794256954
752	1.793700498
753	1.793445788
754	1.793154982
755	1.792844832
756	1.792544544
757	1.792362256
758	1.792164544
759	1.792032057
760	1.791794969
761	1.791639431
762	1.791449023
763	1.791163831
764	1.79083795
765	1.790611713
766	1.790201509
767	1.790027438
768	1.789766472
769	1.789473019
770	1.789137234
771	1.788884617
772	1.78866321
773	1.788431901
774	1.788124498
775	1.787896509
776	1.787681875
777	1.787518837
778	1.787090647
779	1.786857528
780	1.786716261
781	1.786328325
782	1.786181137
783	1.785815649
784	1.785617267
785	1.785359744
786	1.785108208
787	1.784822681
788	1.784169356
789	1.783660066
790	1.783440979
791	1.783017078
792	1.782497472
793	1.782437551
794	1.782194544
795	1.782028316
796	1.781452537
797	1.781238005
798	1.78114277
799	1.780906097
800	1.780592951
801	1.780330396
802	1.780173746
803	1.779973835
804	1.779703591
805	1.779487177
806	1.779333736
807	1.77901755
808	1.778864537
809	1.778574748
810	1.778198975
811	1.777889225
812	1.77736932
813	1.777189894
814	1.776980174
815	1.776613157
816	1.776286053
817	1.775965523
818	1.775690369
819	1.775355883
820	1.775190772
821	1.774902566
822	1.774795142
823	1.774636883
824	1.774494553
825	1.774152155
826	1.773660238
827	1.773355016
828	1.773175044
829	1.772964363
830	1.772748337
831	1.772541737
832	1.772047413
833	1.77188766
834	1.771617882
835	1.771454723
836	1.771277497
837	1.771072555
838	1.770904178
839	1.77052898
840	1.770458056
841	1.770292179
842	1.770212686
843	1.76993008
844	1.769719473
845	1.769393799
846	1.769121927
847	1.768834225
848	1.768580398
849	1.768447308
850	1.76822845
851	1.767961294
852	1.767727141
853	1.767535533
854	1.767384505
855	1.767152008
856	1.767050041
857	1.766566818
858	1.766317204
859	1.766092415
860	1.765943295
861	1.765539901
862	1.765352817
863	1.765245627
864	1.765106625
865	1.764971921
866	1.764844326
867	1.764643885
868	1.76442044
869	1.764183189
870	1.763963655
871	1.763404176
872	1.763149595
873	1.762886924
874	1.762573487
875	1.762366634
876	1.762213988
877	1.762004901
878	1.761803817
879	1.761623815
880	1.761446117
881	1.761232041
882	1.760972412
883	1.76065916
884	1.760439965
885	1.760304978
886	1.760121247
887	1.759930061
888	1.759759524
889	1.759408918
890	1.759222705
891	1.758985194
892	1.758621671
893	1.758258246
894	1.758075836
895	1.75785307
896	1.757519949
897	1.757125836
898	1.756825171
899	1.756597976
900	1.756363501
901	1.756218528
902	1.756025608
903	1.755873567
904	1.755557213
905	1.755241911
906	1.754615465
907	1.754425388
908	1.754179154
909	1.753733291
910	1.75356915
911	1.753207374
912	1.75300547
913	1.752884918
914	1.752642652
915	1.752269171
916	1.752080681
917	1.751847926
918	1.751681746
919	1.751624461
920	1.751437173
921	1.751254205
922	1.750965271
923	1.750788124
924	1.750485538
925	1.750217774
926	1.750099285
927	1.74982178
928	1.749473832
929	1.749341945
930	1.749228628
931	1.74895531
932	1.748794337
933	1.748516601
934	1.748284616
935	1.7481471
936	1.747977044
937	1.747767226
938	1.747418218
939	1.747254255
940	1.74704893
941	1.74690696
942	1.746540663
943	1.746230924
944	1.746063271
945	1.745923463
946	1.745769228
947	1.745662585
948	1.745446713
949	1.745248417
950	1.744661637
951	1.744447494
952	1.743898133
953	1.743635827
954	1.743490156
955	1.743267606
956	1.742966932
957	1.742803451
958	1.742607738
959	1.7423306
960	1.741966146
961	1.741817764
962	1.741609316
963	1.741410682
964	1.741189727
965	1.741072548
966	1.740993356
967	1.740775318
968	1.740658064
969	1.740524386
970	1.740466741
971	1.740298435
972	1.74016175
973	1.739969614
974	1.7398423
975	1.739600861
976	1.739407561
977	1.739119591
978	1.738955659
979	1.738738158
980	1.73818367
981	1.737947758
982	1.737671062
983	1.737297771
984	1.737009054
985	1.736720179
986	1.736652728
987	1.736490746
988	1.736266388
989	1.736150842
990	1.735920999
991	1.735695474
992	1.735442819
993	1.735126819
994	1.734859842
995	1.734655389
996	1.734529319
997	1.734339619
998	1.734110585
999	1.733947599
